year,state,month,number,date
2002,Espirito Santo,March,4,2002-03-01
2002,Espirito Santo,April,2,2002-04-01
2002,Espirito Santo,May,5,2002-05-01
2002,Espirito Santo,June,18,2002-06-01
2002,Espirito Santo,July,9,2002-07-01
2002,Espirito Santo,August,60,2002-08-01
2002,Espirito Santo,September,46,2002-09-01
2002,Espirito Santo,October,113,2002-10-01
2002,Espirito Santo,November,22,2002-11-01
2002,Espirito Santo,December,12,2002-12-01
2002,Goias,January,12,2002-01-01
2002,Goias,February,9,2002-02-01
2002,Goias,March,48,2002-03-01
2002,Goias,April,78,2002-04-01
2002,Goias,May,171,2002-05-01
2002,Goias,June,302,2002-06-01
2002,Goias,July,686,2002-07-01
2002,Goias,August,1.428,2002-08-01
2002,Goias,September,3.52,2002-09-01
2002,Goias,October,1.367,2002-10-01
2002,Goias,November,192,2002-11-01
2002,Goias,December,115,2002-12-01
2002,Maranhao,January,48,2002-01-01
2002,Maranhao,February,116,2002-02-01
2002,Maranhao,March,16,2002-03-01
2002,Maranhao,April,28,2002-04-01
2002,Maranhao,May,71,2002-05-01
2002,Maranhao,June,230,2002-06-01
2002,Maranhao,July,1.271,2002-07-01
2002,Maranhao,August,3.481,2002-08-01
2002,Maranhao,September,3.181,2002-09-01
2002,Maranhao,October,5.182,2002-10-01
2002,Maranhao,November,5.83,2002-11-01
2002,Maranhao,December,2.165,2002-12-01
2002,Mato Grosso,January,172,2002-01-01
2002,Mato Grosso,February,22,2002-02-01
2002,Mato Grosso,March,103,2002-03-01
2002,Mato Grosso,April,641,2002-04-01
2002,Mato Grosso,May,2.528,2002-05-01
2002,Mato Grosso,June,7.878,2002-06-01
2002,Mato Grosso,July,5.661,2002-07-01
2002,Mato Grosso,August,14.086,2002-08-01
2002,Mato Grosso,September,11.034,2002-09-01
2002,Mato Grosso,October,9.375,2002-10-01
2002,Mato Grosso,November,2.905,2002-11-01
2002,Mato Grosso,December,1.157,2002-12-01
2002,Mato Grosso,January,304,2002-01-01
2002,Mato Grosso,February,98,2002-02-01
2002,Mato Grosso,March,115,2002-03-01
2002,Mato Grosso,April,230,2002-04-01
2002,Mato Grosso,May,88,2002-05-01
2002,Mato Grosso,June,517,2002-06-01
2002,Mato Grosso,July,935,2002-07-01
2002,Mato Grosso,August,3.984,2002-08-01
2002,Mato Grosso,September,2.252,2002-09-01
2002,Mato Grosso,October,2.173,2002-10-01
2002,Mato Grosso,November,1.47,2002-11-01
2002,Mato Grosso,December,376,2002-12-01
2002,Minas Gerais,January,29,2002-01-01
2002,Minas Gerais,February,62,2002-02-01
2002,Minas Gerais,March,62,2002-03-01
2002,Minas Gerais,April,99,2002-04-01
2002,Minas Gerais,May,98,2002-05-01
2002,Minas Gerais,June,207,2002-06-01
2002,Minas Gerais,July,741,2002-07-01
2002,Minas Gerais,August,2.041,2002-08-01
2002,Minas Gerais,September,3.1,2002-09-01
2002,Minas Gerais,October,4.788,2002-10-01
2002,Minas Gerais,November,417,2002-11-01
2002,Minas Gerais,December,225,2002-12-01
2002,Pará,January,144,2002-01-01
2002,Pará,February,120,2002-02-01
2002,Pará,March,14,2002-03-01
2002,Pará,April,11,2002-04-01
2002,Pará,May,18,2002-05-01
2002,Pará,June,149,2002-06-01
2002,Pará,July,772,2002-07-01
2002,Pará,August,15.664,2002-08-01
2002,Pará,September,5.609,2002-09-01
2002,Pará,October,5.189,2002-10-01
2002,Pará,November,7.996,2002-11-01
2002,Pará,December,3.118,2002-12-01
2002,Paraiba,January,5,2002-01-01
2002,Paraiba,February,18,2002-02-01
2002,Paraiba,March,3,2002-03-01
2002,Paraiba,April,1,2002-04-01
2002,Paraiba,May,1,2002-05-01
2002,Paraiba,June,1,2002-06-01
2002,Paraiba,July,8,2002-07-01
2002,Paraiba,August,38,2002-08-01
2002,Paraiba,September,63,2002-09-01
2002,Paraiba,October,193,2002-10-01
2002,Paraiba,November,238,2002-11-01
2002,Paraiba,December,163,2002-12-01
2002,Paraiba,January,47,2002-01-01
2002,Paraiba,February,24,2002-02-01
2002,Paraiba,March,18,2002-03-01
2002,Paraiba,April,84,2002-04-01
2002,Paraiba,May,65,2002-05-01
2002,Paraiba,June,115,2002-06-01
2002,Paraiba,July,172,2002-07-01
2002,Paraiba,August,1.593,2002-08-01
2002,Paraiba,September,1.071,2002-09-01
2002,Paraiba,October,399,2002-10-01
2002,Paraiba,November,425,2002-11-01
2002,Paraiba,December,165,2002-12-01
2002,Pernambuco,January,10,2002-01-01
2002,Pernambuco,February,19,2002-02-01
2002,Pernambuco,March,24,2002-03-01
2002,Pernambuco,April,5,2002-04-01
2002,Pernambuco,May,13,2002-05-01
2002,Pernambuco,June,1,2002-06-01
2002,Pernambuco,July,8,2002-07-01
2002,Pernambuco,August,37,2002-08-01
2002,Pernambuco,September,374,2002-09-01
2002,Pernambuco,October,638,2002-10-01
2002,Pernambuco,November,521,2002-11-01
2002,Pernambuco,December,259,2002-12-01
2002,Piau,January,33,2002-01-01
2002,Piau,February,160,2002-02-01
2002,Piau,March,63,2002-03-01
2002,Piau,April,87,2002-04-01
2002,Piau,May,84,2002-05-01
2002,Piau,June,161,2002-06-01
2002,Piau,July,534,2002-07-01
2002,Piau,August,2.28,2002-08-01
2002,Piau,September,2.475,2002-09-01
2002,Piau,October,2.757,2002-10-01
2002,Piau,November,1.174,2002-11-01
2002,Piau,December,373,2002-12-01
2002,Rio,January,0,2002-01-01
2002,Rio,February,1,2002-02-01
2002,Rio,March,1,2002-03-01
2002,Rio,April,8,2002-04-01
2002,Rio,May,4,2002-05-01
2002,Rio,June,13,2002-06-01
2002,Rio,July,17,2002-07-01
2002,Rio,August,184,2002-08-01
2002,Rio,September,45,2002-09-01
2002,Rio,October,313,2002-10-01
2002,Rio,November,11,2002-11-01
2002,Rio,December,8,2002-12-01
2002,Rio,January,4,2002-01-01
2002,Rio,February,18,2002-02-01
2002,Rio,March,3,2002-03-01
2002,Rio,April,0,2002-04-01
2002,Rio,May,6,2002-05-01
2002,Rio,June,1,2002-06-01
2002,Rio,July,7,2002-07-01
2002,Rio,August,48,2002-08-01
2002,Rio,September,52,2002-09-01
2002,Rio,October,140,2002-10-01
2002,Rio,November,178,2002-11-01
2002,Rio,December,222,2002-12-01
2002,Rio,January,265,2002-01-01
2002,Rio,February,38,2002-02-01
2002,Rio,March,26,2002-03-01
2002,Rio,April,6,2002-04-01
2002,Rio,May,7,2002-05-01
2002,Rio,June,4,2002-06-01
2002,Rio,July,93,2002-07-01
2002,Rio,August,824,2002-08-01
2002,Rio,September,226,2002-09-01
2002,Rio,October,10,2002-10-01
2002,Rio,November,117,2002-11-01
2002,Rio,December,45,2002-12-01
2002,Rondonia,January,6,2002-01-01
2002,Rondonia,February,8,2002-02-01
2002,Rondonia,March,1,2002-03-01
2002,Rondonia,April,3,2002-04-01
2002,Rondonia,May,10,2002-05-01
2002,Rondonia,June,141,2002-06-01
2002,Rondonia,July,539,2002-07-01
2002,Rondonia,August,3.465,2002-08-01
2002,Rondonia,September,7.067,2002-09-01
2002,Rondonia,October,3.554,2002-10-01
2002,Rondonia,November,639,2002-11-01
2002,Rondonia,December,91,2002-12-01
2002,Roraima,January,302,2002-01-01
2002,Roraima,February,476,2002-02-01
2002,Roraima,March,820,2002-03-01
2002,Roraima,April,41,2002-04-01
2002,Roraima,May,0,2002-05-01
2002,Roraima,June,0,2002-06-01
2002,Roraima,July,7,2002-07-01
2002,Roraima,August,7,2002-08-01
2002,Roraima,September,48,2002-09-01
2002,Roraima,October,191,2002-10-01
2002,Roraima,November,133,2002-11-01
2002,Roraima,December,199,2002-12-01
2002,Santa Catarina,January,22,2002-01-01
2002,Santa Catarina,February,5,2002-02-01
2002,Santa Catarina,March,12,2002-03-01
2002,Santa Catarina,April,7,2002-04-01
2002,Santa Catarina,May,3,2002-05-01
2002,Santa Catarina,June,0,2002-06-01
2002,Santa Catarina,July,82,2002-07-01
2002,Santa Catarina,August,702,2002-08-01
2002,Santa Catarina,September,416,2002-09-01
2002,Santa Catarina,October,42,2002-10-01
2002,Santa Catarina,November,348,2002-11-01
2002,Santa Catarina,December,76,2002-12-01
2002,Sao Paulo,January,19,2002-01-01
2002,Sao Paulo,February,19,2002-02-01
2002,Sao Paulo,March,111,2002-03-01
2002,Sao Paulo,April,178,2002-04-01
2002,Sao Paulo,May,319,2002-05-01
2002,Sao Paulo,June,562,2002-06-01
2002,Sao Paulo,July,448,2002-07-01
2002,Sao Paulo,August,719,2002-08-01
2002,Sao Paulo,September,302,2002-09-01
2002,Sao Paulo,October,733,2002-10-01
2002,Sao Paulo,November,72,2002-11-01
2002,Sao Paulo,December,57,2002-12-01
2002,Sergipe,January,1,2002-01-01
2002,Sergipe,February,6,2002-02-01
2002,Sergipe,March,7,2002-03-01
2002,Sergipe,April,12,2002-04-01
2002,Sergipe,May,0,2002-05-01
2002,Sergipe,June,0,2002-06-01
2002,Sergipe,July,0,2002-07-01
2002,Sergipe,August,2,2002-08-01
2002,Sergipe,September,0,2002-09-01
2002,Sergipe,October,20,2002-10-01
2002,Sergipe,November,57,2002-11-01
2002,Sergipe,December,103,2002-12-01
2002,Tocantins,January,35,2002-01-01
2002,Tocantins,February,48,2002-02-01
2002,Tocantins,March,33,2002-03-01
2002,Tocantins,April,37,2002-04-01
2002,Tocantins,May,138,2002-05-01
2002,Tocantins,June,396,2002-06-01
2002,Tocantins,July,976,2002-07-01
2002,Tocantins,August,3.027,2002-08-01
2002,Tocantins,September,5.314,2002-09-01
2002,Tocantins,October,1.537,2002-10-01
2002,Tocantins,November,207,2002-11-01
2002,Tocantins,December,39,2002-12-01
2003,Acre,January,10,2003-01-01
2003,Acre,February,0,2003-02-01
2003,Acre,March,0,2003-03-01
2003,Acre,April,1,2003-04-01
2003,Acre,May,6,2003-05-01
2003,Acre,June,0,2003-06-01
2003,Acre,July,168,2003-07-01
2003,Acre,August,1.976,2003-08-01
2003,Acre,September,3.942,2003-09-01
2003,Acre,October,740,2003-10-01
2003,Acre,November,15,2003-11-01
2003,Acre,December,1,2003-12-01
2003,Alagoas,January,150,2003-01-01
2003,Alagoas,February,33,2003-02-01
2003,Alagoas,March,15,2003-03-01
2003,Alagoas,April,20,2003-04-01
2003,Alagoas,May,1,2003-05-01
2003,Alagoas,June,0,2003-06-01
2003,Alagoas,July,0,2003-07-01
2003,Alagoas,August,2,2003-08-01
2003,Alagoas,September,8,2003-09-01
2003,Alagoas,October,10,2003-10-01
2003,Alagoas,November,17,2003-11-01
2003,Alagoas,December,43,2003-12-01
2003,Amapa,January,31,2003-01-01
2003,Amapa,February,0,2003-02-01
2003,Amapa,March,1,2003-03-01
2003,Amapa,April,2,2003-04-01
2003,Amapa,May,0,2003-05-01
2003,Amapa,June,0,2003-06-01
2003,Amapa,July,0,2003-07-01
2003,Amapa,August,14,2003-08-01
2003,Amapa,September,88,2003-09-01
2003,Amapa,October,355,2003-10-01
2003,Amapa,November,750,2003-11-01
2003,Amapa,December,411,2003-12-01
2003,Amazonas,January,158,2003-01-01
2003,Amazonas,February,62,2003-02-01
2003,Amazonas,March,64,2003-03-01
2003,Amazonas,April,11,2003-04-01
2003,Amazonas,May,2,2003-05-01
2003,Amazonas,June,3,2003-06-01
2003,Amazonas,July,180,2003-07-01
2003,Amazonas,August,1.867,2003-08-01
2003,Amazonas,September,1.401,2003-09-01
2003,Amazonas,October,725,2003-10-01
2003,Amazonas,November,169,2003-11-01
2003,Amazonas,December,147,2003-12-01
2003,Bahia,January,439,2003-01-01
2003,Bahia,February,223,2003-02-01
2003,Bahia,March,274,2003-03-01
2003,Bahia,April,376,2003-04-01
2003,Bahia,May,106,2003-05-01
2003,Bahia,June,140,2003-06-01
2003,Bahia,July,261,2003-07-01
2003,Bahia,August,1.039,2003-08-01
2003,Bahia,September,8.847,2003-09-01
2003,Bahia,October,4.264,2003-10-01
2003,Bahia,November,533,2003-11-01
2003,Bahia,December,710,2003-12-01
2003,Ceara,January,264,2003-01-01
2003,Ceara,February,9,2003-02-01
2003,Ceara,March,3,2003-03-01
2003,Ceara,April,3,2003-04-01
2003,Ceara,May,0,2003-05-01
2003,Ceara,June,2,2003-06-01
2003,Ceara,July,14,2003-07-01
2003,Ceara,August,109,2003-08-01
2003,Ceara,September,384,2003-09-01
2003,Ceara,October,1.761,2003-10-01
2003,Ceara,November,3.327,2003-11-01
2003,Ceara,December,2.436,2003-12-01
2003,Distrito Federal,January,0,2003-01-01
2003,Distrito Federal,February,1,2003-02-01
2003,Distrito Federal,March,0,2003-03-01
2003,Distrito Federal,April,0,2003-04-01
2003,Distrito Federal,May,0,2003-05-01
2003,Distrito Federal,June,11,2003-06-01
2003,Distrito Federal,July,19,2003-07-01
2003,Distrito Federal,August,36,2003-08-01
2003,Distrito Federal,September,17,2003-09-01
2003,Distrito Federal,October,12,2003-10-01
2003,Distrito Federal,November,0,2003-11-01
2003,Distrito Federal,December,0,2003-12-01
2003,Espirito Santo,January,4,2003-01-01
2003,Espirito Santo,February,11,2003-02-01
2003,Espirito Santo,March,28,2003-03-01
2003,Espirito Santo,April,22,2003-04-01
2003,Espirito Santo,May,1,2003-05-01
2003,Espirito Santo,June,19,2003-06-01
2003,Espirito Santo,July,27,2003-07-01
2003,Espirito Santo,August,118,2003-08-01
2003,Espirito Santo,September,252,2003-09-01
2003,Espirito Santo,October,159,2003-10-01
2003,Espirito Santo,November,49,2003-11-01
2003,Espirito Santo,December,18,2003-12-01
2003,Goias,January,14,2003-01-01
2003,Goias,February,47,2003-02-01
2003,Goias,March,29,2003-03-01
2003,Goias,April,87,2003-04-01
2003,Goias,May,57,2003-05-01
2003,Goias,June,321,2003-06-01
2003,Goias,July,322,2003-07-01
2003,Goias,August,902,2003-08-01
2003,Goias,September,1.662,2003-09-01
2003,Goias,October,1.183,2003-10-01
2003,Goias,November,168,2003-11-01
2003,Goias,December,129,2003-12-01
2003,Maranhao,January,436,2003-01-01
2003,Maranhao,February,11,2003-02-01
2003,Maranhao,March,16,2003-03-01
2003,Maranhao,April,79,2003-04-01
2003,Maranhao,May,60,2003-05-01
2003,Maranhao,June,338,2003-06-01
2003,Maranhao,July,1.103,2003-07-01
2003,Maranhao,August,2.023,2003-08-01
2003,Maranhao,September,5.878,2003-09-01
2003,Maranhao,October,6.085,2003-10-01
2003,Maranhao,November,4.929,2003-11-01
2003,Maranhao,December,2.424,2003-12-01
2003,Mato Grosso,January,896,2003-01-01
2003,Mato Grosso,February,592,2003-02-01
2003,Mato Grosso,March,554,2003-03-01
2003,Mato Grosso,April,903,2003-04-01
2003,Mato Grosso,May,942,2003-05-01
2003,Mato Grosso,June,4.313,2003-06-01
2003,Mato Grosso,July,5.435,2003-07-01
2003,Mato Grosso,August,11.132,2003-08-01
2003,Mato Grosso,September,15.79,2003-09-01
2003,Mato Grosso,October,5.341,2003-10-01
2003,Mato Grosso,November,2.097,2003-11-01
2003,Mato Grosso,December,1.622,2003-12-01
2003,Mato Grosso,January,182,2003-01-01
2003,Mato Grosso,February,108,2003-02-01
2003,Mato Grosso,March,137,2003-03-01
2003,Mato Grosso,April,126,2003-04-01
2003,Mato Grosso,May,74,2003-05-01
2003,Mato Grosso,June,170,2003-06-01
2003,Mato Grosso,July,182,2003-07-01
2003,Mato Grosso,August,953,2003-08-01
2003,Mato Grosso,September,1.124,2003-09-01
2003,Mato Grosso,October,541,2003-10-01
2003,Mato Grosso,November,380,2003-11-01
2003,Mato Grosso,December,153,2003-12-01
2003,Minas Gerais,January,37,2003-01-01
2003,Minas Gerais,February,126,2003-02-01
2003,Minas Gerais,March,81,2003-03-01
2003,Minas Gerais,April,215,2003-04-01
2003,Minas Gerais,May,75,2003-05-01
2003,Minas Gerais,June,245,2003-06-01
2003,Minas Gerais,July,407,2003-07-01
2003,Minas Gerais,August,1.955,2003-08-01
2003,Minas Gerais,September,7.091,2003-09-01
2003,Minas Gerais,October,5.391,2003-10-01
2003,Minas Gerais,November,399,2003-11-01
2003,Minas Gerais,December,225,2003-12-01
2003,Pará,January,900,2003-01-01
2003,Pará,February,34,2003-02-01
2003,Pará,March,27,2003-03-01
2003,Pará,April,14,2003-04-01
2003,Pará,May,3,2003-05-01
2003,Pará,June,64,2003-06-01
2003,Pará,July,1.571,2003-07-01
2003,Pará,August,6.255,2003-08-01
2003,Pará,September,8.447,2003-09-01
2003,Pará,October,3.803,2003-10-01
2003,Pará,November,6.195,2003-11-01
2003,Pará,December,4.787,2003-12-01
2003,Paraiba,January,70,2003-01-01
2003,Paraiba,February,3,2003-02-01
2003,Paraiba,March,0,2003-03-01
2003,Paraiba,April,0,2003-04-01
2003,Paraiba,May,0,2003-05-01
2003,Paraiba,June,0,2003-06-01
2003,Paraiba,July,6,2003-07-01
2003,Paraiba,August,14,2003-08-01
2003,Paraiba,September,81,2003-09-01
2003,Paraiba,October,381,2003-10-01
2003,Paraiba,November,538,2003-11-01
2003,Paraiba,December,288,2003-12-01
2003,Paraiba,January,109,2003-01-01
2003,Paraiba,February,46,2003-02-01
2003,Paraiba,March,76,2003-03-01
2003,Paraiba,April,130,2003-04-01
2003,Paraiba,May,115,2003-05-01
2003,Paraiba,June,159,2003-06-01
2003,Paraiba,July,101,2003-07-01
2003,Paraiba,August,1.896,2003-08-01
2003,Paraiba,September,2.446,2003-09-01
2003,Paraiba,October,1.228,2003-10-01
2003,Paraiba,November,503,2003-11-01
2003,Paraiba,December,171,2003-12-01
2003,Pernambuco,January,188,2003-01-01
2003,Pernambuco,February,35,2003-02-01
2003,Pernambuco,March,9,2003-03-01
2003,Pernambuco,April,7,2003-04-01
2003,Pernambuco,May,1,2003-05-01
2003,Pernambuco,June,2,2003-06-01
2003,Pernambuco,July,5,2003-07-01
2003,Pernambuco,August,26,2003-08-01
2003,Pernambuco,September,510,2003-09-01
2003,Pernambuco,October,859,2003-10-01
2003,Pernambuco,November,560,2003-11-01
2003,Pernambuco,December,229,2003-12-01
2003,Piau,January,86,2003-01-01
2003,Piau,February,3,2003-02-01
2003,Piau,March,15,2003-03-01
2003,Piau,April,22,2003-04-01
2003,Piau,May,13,2003-05-01
2003,Piau,June,88,2003-06-01
2003,Piau,July,407,2003-07-01
2003,Piau,August,864,2003-08-01
2003,Piau,September,3.399,2003-09-01
2003,Piau,October,2.332,2003-10-01
2003,Piau,November,1.248,2003-11-01
2003,Piau,December,459,2003-12-01
2003,Rio,January,0,2003-01-01
2003,Rio,February,10,2003-02-01
2003,Rio,March,23,2003-03-01
2003,Rio,April,11,2003-04-01
2003,Rio,May,1,2003-05-01
2003,Rio,June,13,2003-06-01
2003,Rio,July,42,2003-07-01
2003,Rio,August,191,2003-08-01
2003,Rio,September,166,2003-09-01
2003,Rio,October,81,2003-10-01
2003,Rio,November,5,2003-11-01
2003,Rio,December,10,2003-12-01
2003,Rio,January,113,2003-01-01
2003,Rio,February,9,2003-02-01
2003,Rio,March,1,2003-03-01
2003,Rio,April,2,2003-04-01
2003,Rio,May,0,2003-05-01
2003,Rio,June,1,2003-06-01
2003,Rio,July,7,2003-07-01
2003,Rio,August,97,2003-08-01
2003,Rio,September,112,2003-09-01
2003,Rio,October,276,2003-10-01
2003,Rio,November,366,2003-11-01
2003,Rio,December,278,2003-12-01
2003,Rio,January,58,2003-01-01
2003,Rio,February,13,2003-02-01
2003,Rio,March,27,2003-03-01
2003,Rio,April,30,2003-04-01
2003,Rio,May,18,2003-05-01
2003,Rio,June,14,2003-06-01
2003,Rio,July,55,2003-07-01
2003,Rio,August,1.419,2003-08-01
2003,Rio,September,828,2003-09-01
2003,Rio,October,360,2003-10-01
2003,Rio,November,121,2003-11-01
2003,Rio,December,98,2003-12-01
2003,Rondonia,January,62,2003-01-01
2003,Rondonia,February,10,2003-02-01
2003,Rondonia,March,13,2003-03-01
2003,Rondonia,April,10,2003-04-01
2003,Rondonia,May,21,2003-05-01
2003,Rondonia,June,74,2003-06-01
2003,Rondonia,July,516,2003-07-01
2003,Rondonia,August,7.06,2003-08-01
2003,Rondonia,September,6.89,2003-09-01
2003,Rondonia,October,4.962,2003-10-01
2003,Rondonia,November,526,2003-11-01
2003,Rondonia,December,214,2003-12-01
2003,Roraima,January,547,2003-01-01
2003,Roraima,February,767,2003-02-01
2003,Roraima,March,1.131,2003-03-01
2003,Roraima,April,268,2003-04-01
2003,Roraima,May,0,2003-05-01
2003,Roraima,June,0,2003-06-01
2003,Roraima,July,0,2003-07-01
2003,Roraima,August,2,2003-08-01
2003,Roraima,September,6,2003-09-01
2003,Roraima,October,14,2003-10-01
2003,Roraima,November,27,2003-11-01
2003,Roraima,December,157,2003-12-01
2003,Santa Catarina,January,45,2003-01-01
2003,Santa Catarina,February,43,2003-02-01
2003,Santa Catarina,March,58,2003-03-01
2003,Santa Catarina,April,120,2003-04-01
2003,Santa Catarina,May,84,2003-05-01
2003,Santa Catarina,June,68,2003-06-01
2003,Santa Catarina,July,43,2003-07-01
2003,Santa Catarina,August,1.513,2003-08-01
2003,Santa Catarina,September,1.339,2003-09-01
2003,Santa Catarina,October,669,2003-10-01
2003,Santa Catarina,November,347,2003-11-01
2003,Santa Catarina,December,129,2003-12-01
2003,Sao Paulo,January,59,2003-01-01
2003,Sao Paulo,February,137,2003-02-01
2003,Sao Paulo,March,86,2003-03-01
2003,Sao Paulo,April,106,2003-04-01
2003,Sao Paulo,May,69,2003-05-01
2003,Sao Paulo,June,132,2003-06-01
2003,Sao Paulo,July,171,2003-07-01
2003,Sao Paulo,August,934,2003-08-01
2003,Sao Paulo,September,977,2003-09-01
2003,Sao Paulo,October,422,2003-10-01
2003,Sao Paulo,November,155,2003-11-01
2003,Sao Paulo,December,58,2003-12-01
2003,Sergipe,January,198,2003-01-01
2003,Sergipe,February,50,2003-02-01
2003,Sergipe,March,62,2003-03-01
2003,Sergipe,April,48,2003-04-01
2003,Sergipe,May,2,2003-05-01
2003,Sergipe,June,0,2003-06-01
2003,Sergipe,July,0,2003-07-01
2003,Sergipe,August,0,2003-08-01
2003,Sergipe,September,3,2003-09-01
2003,Sergipe,October,2,2003-10-01
2003,Sergipe,November,2,2003-11-01
2003,Sergipe,December,36,2003-12-01
2003,Tocantins,January,35,2003-01-01
2003,Tocantins,February,15,2003-02-01
2003,Tocantins,March,19,2003-03-01
2003,Tocantins,April,64,2003-04-01
2003,Tocantins,May,96,2003-05-01
2003,Tocantins,June,329,2003-06-01
2003,Tocantins,July,762,2003-07-01
2003,Tocantins,August,1.339,2003-08-01
2003,Tocantins,September,4.637,2003-09-01
2003,Tocantins,October,1.339,2003-10-01
2003,Tocantins,November,146,2003-11-01
2003,Tocantins,December,109,2003-12-01
2004,Acre,January,0,2004-01-01
2004,Acre,February,3,2004-02-01
2004,Acre,March,0,2004-03-01
2004,Acre,April,2,2004-04-01
2004,Acre,May,7,2004-05-01
2004,Acre,June,5,2004-06-01
2004,Acre,July,42,2004-07-01
2004,Acre,August,645,2004-08-01
2004,Acre,September,1.978,2004-09-01
2004,Acre,October,461,2004-10-01
2004,Acre,November,10,2004-11-01
2004,Acre,December,7,2004-12-01
2004,Alagoas,January,9,2004-01-01
2004,Alagoas,February,7,2004-02-01
2004,Alagoas,March,16,2004-03-01
2004,Alagoas,April,6,2004-04-01
2004,Alagoas,May,3,2004-05-01
2004,Alagoas,June,0,2004-06-01
2004,Alagoas,July,0,2004-07-01
2004,Alagoas,August,2,2004-08-01
2004,Alagoas,September,5,2004-09-01
2004,Alagoas,October,12,2004-10-01
2004,Alagoas,November,28,2004-11-01
2004,Alagoas,December,71,2004-12-01
2004,Amapa,January,38,2004-01-01
2004,Amapa,February,2,2004-02-01
2004,Amapa,March,0,2004-03-01
2004,Amapa,April,0,2004-04-01
2004,Amapa,May,0,2004-05-01
2004,Amapa,June,5,2004-06-01
2004,Amapa,July,2,2004-07-01
2004,Amapa,August,9,2004-08-01
2004,Amapa,September,67,2004-09-01
2004,Amapa,October,412,2004-10-01
2004,Amapa,November,949,2004-11-01
2004,Amapa,December,777,2004-12-01
2004,Amazonas,January,123,2004-01-01
2004,Amazonas,February,92,2004-02-01
2004,Amazonas,March,6,2004-03-01
2004,Amazonas,April,4,2004-04-01
2004,Amazonas,May,0,2004-05-01
2004,Amazonas,June,12,2004-06-01
2004,Amazonas,July,177,2004-07-01
2004,Amazonas,August,1.207,2004-08-01
2004,Amazonas,September,911,2004-09-01
2004,Amazonas,October,710,2004-10-01
2004,Amazonas,November,209,2004-11-01
2004,Amazonas,December,53,2004-12-01
2004,Bahia,January,158,2004-01-01
2004,Bahia,February,122,2004-02-01
2004,Bahia,March,115,2004-03-01
2004,Bahia,April,89,2004-04-01
2004,Bahia,May,124,2004-05-01
2004,Bahia,June,289,2004-06-01
2004,Bahia,July,310,2004-07-01
2004,Bahia,August,1.43,2004-08-01
2004,Bahia,September,6.433,2004-09-01
2004,Bahia,October,4.81,2004-10-01
2004,Bahia,November,1.736,2004-11-01
2004,Bahia,December,423,2004-12-01
2004,Ceara,January,143,2004-01-01
2004,Ceara,February,5,2004-02-01
2004,Ceara,March,1,2004-03-01
2004,Ceara,April,2,2004-04-01
2004,Ceara,May,3,2004-05-01
2004,Ceara,June,1,2004-06-01
2004,Ceara,July,16,2004-07-01
2004,Ceara,August,61,2004-08-01
2004,Ceara,September,144,2004-09-01
2004,Ceara,October,1.217,2004-10-01
2004,Ceara,November,2.9,2004-11-01
2004,Ceara,December,3.158,2004-12-01
2004,Distrito Federal,January,0,2004-01-01
2004,Distrito Federal,February,0,2004-02-01
2004,Distrito Federal,March,0,2004-03-01
2004,Distrito Federal,April,1,2004-04-01
2004,Distrito Federal,May,9,2004-05-01
2004,Distrito Federal,June,6,2004-06-01
2004,Distrito Federal,July,37,2004-07-01
2004,Distrito Federal,August,108,2004-08-01
2004,Distrito Federal,September,100,2004-09-01
2004,Distrito Federal,October,18,2004-10-01
2004,Distrito Federal,November,0,2004-11-01
2004,Distrito Federal,December,0,2004-12-01
2004,Espirito Santo,January,1,2004-01-01
2004,Espirito Santo,February,5,2004-02-01
2004,Espirito Santo,March,3,2004-03-01
2004,Espirito Santo,April,0,2004-04-01
2004,Espirito Santo,May,0,2004-05-01
2004,Espirito Santo,June,3,2004-06-01
2004,Espirito Santo,July,4,2004-07-01
2004,Espirito Santo,August,12,2004-08-01
2004,Espirito Santo,September,47,2004-09-01
2004,Espirito Santo,October,48,2004-10-01
2004,Espirito Santo,November,42,2004-11-01
2004,Espirito Santo,December,9,2004-12-01
2004,Goias,January,10,2004-01-01
2004,Goias,February,11,2004-02-01
2004,Goias,March,36,2004-03-01
2004,Goias,April,32,2004-04-01
2004,Goias,May,157,2004-05-01
2004,Goias,June,422,2004-06-01
2004,Goias,July,778,2004-07-01
2004,Goias,August,1.498,2004-08-01
2004,Goias,September,2.965,2004-09-01
2004,Goias,October,1.275,2004-10-01
2004,Goias,November,291,2004-11-01
2004,Goias,December,56,2004-12-01
2004,Maranhao,January,241,2004-01-01
2004,Maranhao,February,22,2004-02-01
2004,Maranhao,March,18,2004-03-01
2004,Maranhao,April,44,2004-04-01
2004,Maranhao,May,145,2004-05-01
2004,Maranhao,June,706,2004-06-01
2004,Maranhao,July,1.366,2004-07-01
2004,Maranhao,August,1.889,2004-08-01
2004,Maranhao,September,4.673,2004-09-01
2004,Maranhao,October,3.604,2004-10-01
2004,Maranhao,November,6.398,2004-11-01
2004,Maranhao,December,3.255,2004-12-01
2004,Mato Grosso,January,301,2004-01-01
2004,Mato Grosso,February,272,2004-02-01
2004,Mato Grosso,March,743,2004-03-01
2004,Mato Grosso,April,441,2004-04-01
2004,Mato Grosso,May,2.413,2004-05-01
2004,Mato Grosso,June,9.813,2004-06-01
2004,Mato Grosso,July,11.517,2004-07-01
2004,Mato Grosso,August,13.603,2004-08-01
